code_period	code_present_place	date_receipt	fid	s40	year	quarter
21	214	2019-04-22	193156	8671	2019	1
21	214	2019-04-01	197732	0	2019	1
21	214	2019-04-25	198069	15625	2019	1
21	214	2019-04-25	13342	46144	2019	1
21	214	2019-04-11	14621	0	2019	1
21	214	2021-01-14	16403	102609	2019	1
21	214	2019-04-16	18732	100586	2019	1
21	214	2019-04-25	21412	0	2019	1
21	214	2019-04-25	26761	10659	2019	1
21	214	2019-04-22	28301	48006	2019	1
21	214	2019-04-15	47832	0	2019	1
21	214	2019-04-16	51161	0	2019	1
21	214	2019-04-23	52555	0	2019	1
21	214	2019-06-19	60577	99332	2019	1
21	214	2019-04-24	61458	10982	2019	1
21	214	2019-04-25	71904	4216	2019	1
21	214	2019-08-08	74151	654984	2019	1
21	214	2019-04-19	76053	128	2019	1
21	214	2019-06-06	78233	5322	2019	1
21	214	2019-07-24	83874	357588	2019	1
21	214	2019-04-22	84758	0	2019	1
21	214	2019-04-24	123043	0	2019	1
21	214	2019-04-09	131129	0	2019	1
21	214	2019-04-17	137514	0	2019	1
21	214	2019-04-22	137783	28178	2019	1
21	214	2019-04-22	147673	0	2019	1
21	214	2020-03-14	172491	1217	2019	1
21	214	2019-06-03	173238	1510214	2019	1
21	214	2019-04-22	181643	205270	2019	1
21	214	2019-10-25	187140	9651486	2019	1
21	214	2019-04-23	199203	0	2019	1
21	214	2019-07-18	6044	35402699	2019	1
21	214	2019-04-25	11272	0	2019	1
21	214	2019-04-01	15469	0	2019	1
21	214	2019-04-22	30418	372086	2019	1
21	214	2019-06-10	33819	47323	2019	1
21	214	2019-04-22	41903	51864914	2019	1
21	214	2019-04-19	45856	0	2019	1
21	214	2019-04-25	52204	1120908	2019	1
21	214	2019-10-25	55861	565164	2019	1
21	214	2019-04-23	56330	0	2019	1
21	214	2019-04-19	69820	0	2019	1
21	214	2020-10-07	93056	0	2019	1
21	214	2019-04-02	93329	0	2019	1
21	214	2019-05-22	100152	0	2019	1
21	214	2019-04-24	100869	0	2019	1
21	214	2019-06-10	110716	3548791	2019	1
21	214	2019-09-06	117199	14405762	2019	1
21	214	2019-04-03	130867	3000	2019	1
21	214	2020-03-18	133399	10474	2019	1
21	214	2020-07-28	147036	0	2019	1
21	214	2019-04-14	156504	35493	2019	1
21	214	2019-04-18	159947	0	2019	1
21	214	2019-04-16	171945	0	2019	1
21	214	2020-03-12	178001	2703657	2019	1
21	214	2019-04-25	178464	14527	2019	1
21	214	2019-05-31	182427	46094	2019	1
21	214	2019-04-25	189176	0	2019	1
21	214	2019-04-21	193981	0	2019	1
21	214	2019-04-03	195400	0	2019	1
21	214	2019-04-23	12755	0	2019	1
21	214	2019-04-19	20418	5000	2019	1
21	214	2019-04-14	36948	0	2019	1
21	214	2019-04-18	42190	24330	2019	1
21	214	2019-04-18	48395	0	2019	1
21	214	2019-04-08	51527	0	2019	1
21	214	2019-04-25	58747	139433	2019	1
21	214	2019-04-18	67402	8343	2019	1
21	214	2019-04-05	67939	0	2019	1
21	214	2019-04-08	71260	0	2019	1
21	214	2019-04-24	74956	590634	2019	1
21	214	2019-04-22	86361	26810	2019	1
21	214	2019-06-25	95544	0	2019	1
21	214	2019-05-13	102298	17456	2019	1
21	214	2019-04-25	110294	15559	2019	1
21	214	2019-04-25	125323	0	2019	1
21	214	2019-04-18	128467	7756	2019	1
21	214	2019-04-15	130079	0	2019	1
21	214	2019-04-12	138618	0	2019	1
21	214	2020-03-30	139939	0	2019	1
21	214	2019-05-24	146157	0	2019	1
21	214	2019-04-02	147473	0	2019	1
21	214	2019-04-22	167933	745773	2019	1
21	331	2019-04-25	1785	100510	2019	1
21	214	2019-04-23	6049	6800026	2019	1
21	214	2020-10-06	13162	16380701	2019	1
21	214	2019-04-24	15301	0	2019	1
21	214	2019-04-25	25373	0	2019	1
21	214	2019-04-23	26190	12069300	2019	1
21	214	2019-05-10	33867	207269	2019	1
21	214	2019-04-25	34070	20025	2019	1
21	214	2019-04-17	35513	0	2019	1
21	214	2019-06-03	40952	0	2019	1
21	214	2019-04-24	42319	33825	2019	1
21	214	2019-07-01	50477	1692348	2019	1
21	214	2019-04-23	67792	169868	2019	1
21	214	2019-04-19	72726	0	2019	1
21	214	2019-04-25	78086	164702	2019	1
21	214	2019-04-23	82282	0	2019	1
21	214	2019-06-30	85622	468735	2019	1
21	213	2019-04-17	87457	1309198	2019	1
21	214	2019-04-21	90253	9135	2019	1
21	214	2019-04-26	97383	0	2019	1
21	214	2019-04-24	104899	171099	2019	1
21	214	2019-04-09	109023	7500	2019	1
21	214	2019-04-24	110374	0	2019	1
21	214	2019-04-24	112367	77942	2019	1
21	214	2019-04-25	112642	173529	2019	1
21	214	2019-04-24	115740	19239	2019	1
21	214	2019-04-24	127408	3688278	2019	1
21	214	2019-04-19	129416	0	2019	1
21	214	2019-04-24	130126	885965	2019	1
21	214	2019-07-19	137422	0	2019	1
21	214	2019-04-01	143430	0	2019	1
21	214	2019-08-06	146167	72598	2019	1
21	214	2019-04-08	147645	0	2019	1
21	214	2019-04-22	148176	5007	2019	1
21	214	2019-04-24	169422	2179	2019	1
21	214	2019-04-19	170533	0	2019	1
21	214	2019-04-23	198949	76528	2019	1
21	214	2019-04-19	199830	0	2019	1
21	214	2019-04-23	2564	0	2019	1
21	214	2019-04-19	8034	0	2019	1
21	214	2019-04-25	9517	5519	2019	1
21	214	2019-06-01	10453	15241	2019	1
21	214	2019-04-25	14494	0	2019	1
21	214	2019-04-10	17297	0	2019	1
21	214	2019-04-15	29944	0	2019	1
21	214	2019-06-13	32038	2947	2019	1
21	214	2019-04-24	41908	0	2019	1
21	214	2019-04-24	43875	183171	2019	1
21	214	2019-04-18	51151	0	2019	1
21	214	2019-04-25	51443	0	2019	1
21	214	2019-04-25	52720	167726	2019	1
21	214	2019-04-24	53415	614703	2019	1
21	214	2019-04-19	91589	0	2019	1
21	214	2019-04-15	106361	0	2019	1
21	214	2019-04-25	107973	7314	2019	1
21	214	2019-04-19	113750	0	2019	1
21	214	2019-04-04	116642	0	2019	1
21	214	2019-04-22	124806	0	2019	1
21	214	2019-04-10	127113	0	2019	1
21	214	2019-04-03	128472	0	2019	1
21	214	2019-06-04	128572	0	2019	1
21	214	2019-04-24	140144	96281	2019	1
21	214	2019-04-25	164941	5734	2019	1
21	214	2019-04-24	167866	164766	2019	1
21	214	2019-04-25	171289	2333216	2019	1
21	214	2019-04-09	174490	0	2019	1
21	214	2019-04-02	177966	0	2019	1
21	214	2019-04-24	183175	0	2019	1
21	214	2019-04-11	8416	0	2019	1
21	214	2019-07-17	11469	1510924	2019	1
21	214	2019-04-23	17722	0	2019	1
21	214	2019-04-06	23263	0	2019	1
21	214	2019-04-15	24775	0	2019	1
21	214	2019-04-18	57353	0	2019	1
21	214	2019-04-23	65190	232372	2019	1
21	214	2019-04-18	76248	0	2019	1
21	214	2019-07-25	77892	73410	2019	1
21	214	2019-04-25	80908	0	2019	1
21	214	2019-04-18	83376	985	2019	1
21	214	2019-10-25	95062	1957125	2019	1
21	214	2019-07-24	95474	13431785	2019	1
21	214	2019-05-22	99334	0	2019	1
21	214	2019-04-16	129329	370404	2019	1
21	214	2019-04-25	131500	0	2019	1
21	214	2019-10-25	141849	6140	2019	1
21	214	2019-04-25	141928	72766	2019	1
21	214	2019-07-02	154836	0	2019	1
21	214	2019-04-07	155425	0	2019	1
21	214	2019-04-02	158599	0	2019	1
21	214	2019-04-23	164527	53942	2019	1
21	214	2019-04-15	166202	0	2019	1
21	214	2019-04-25	193180	6340	2019	1
21	214	2019-04-24	19910	12474157	2019	1
21	214	2019-04-25	22609	2244644	2019	1
21	214	2019-04-02	29467	0	2019	1
21	214	2019-04-19	34144	167454	2019	1
21	214	2019-04-08	35369	0	2019	1
21	214	2019-04-10	35595	0	2019	1
21	214	2019-04-24	38259	130997	2019	1
21	214	2019-04-09	50283	19263	2019	1
21	214	2019-04-24	67627	0	2019	1
21	214	2019-04-19	68148	15381	2019	1
21	214	2020-01-27	78413	17899	2019	1
21	214	2019-04-16	79500	0	2019	1
21	214	2019-04-18	81679	0	2019	1
21	214	2019-07-13	83381	45494	2019	1
21	214	2019-12-09	86267	6445059	2019	1
21	214	2019-04-23	86678	0	2019	1
21	214	2019-06-18	98421	15561	2019	1
21	214	2019-05-06	101996	14858	2019	1
21	214	2019-04-24	104746	0	2019	1
21	214	2019-04-19	105428	0	2019	1
21	214	2019-04-08	118671	0	2019	1
21	214	2019-04-29	137891	68292	2019	1
21	214	2019-04-18	138733	0	2019	1
21	214	2019-04-24	141110	2152	2019	1
21	214	2019-04-02	158022	0	2019	1
21	214	2019-04-23	159817	0	2019	1
21	214	2019-04-22	161838	0	2019	1
21	214	2019-06-05	162101	2813224	2019	1
21	214	2019-07-24	168764	0	2019	1
21	214	2019-06-25	172163	740427	2019	1
21	214	2019-04-08	173626	0	2019	1
21	214	2019-06-04	175303	182029	2019	1
21	214	2019-04-05	185118	0	2019	1
21	214	2019-07-18	191036	0	2019	1
21	214	2019-04-22	192175	0	2019	1
21	214	2019-05-08	193526	89283	2019	1
21	214	2019-04-22	19523	241007	2019	1
21	214	2019-04-18	33815	0	2019	1
21	214	2019-08-13	36094	35689	2019	1
21	214	2019-04-22	42347	0	2019	1
21	214	2019-04-15	47746	56742	2019	1
21	214	2019-04-24	55824	0	2019	1
21	214	2019-04-19	57880	0	2019	1
21	214	2019-04-25	61080	511374	2019	1
21	214	2019-04-08	65710	0	2019	1
21	214	2019-04-04	67657	0	2019	1
21	214	2019-04-23	70443	20969	2019	1
21	214	2019-04-04	71679	0	2019	1
21	214	2019-04-18	85964	0	2019	1
21	214	2019-04-25	98994	0	2019	1
21	214	2019-05-14	104674	0	2019	1
21	214	2019-12-12	115367	2231924	2019	1
21	214	2019-05-30	116173	0	2019	1
21	214	2019-04-18	123520	0	2019	1
21	214	2019-04-23	126869	0	2019	1
21	214	2019-04-24	129652	40092	2019	1
21	214	2019-04-16	138371	0	2019	1
21	214	2019-06-28	139105	417195	2019	1
21	214	2019-04-23	145858	0	2019	1
21	214	2019-04-02	147678	0	2019	1
21	214	2019-04-15	164840	0	2019	1
21	214	2019-08-15	185441	11462	2019	1
21	214	2019-04-22	4372	118098	2019	1
21	214	2019-04-15	12216	0	2019	1
21	214	2019-04-04	17586	0	2019	1
21	214	2019-04-24	20557	50562	2019	1
21	214	2019-04-05	22858	0	2019	1
21	214	2019-04-24	34052	4875	2019	1
21	214	2019-04-11	37219	0	2019	1
21	214	2019-04-22	37886	2247	2019	1
21	214	2019-04-24	57716	349387	2019	1
21	214	2019-04-29	60861	1067825	2019	1
21	214	2019-04-24	62447	45689	2019	1
21	214	2019-04-08	73393	0	2019	1
21	214	2019-06-24	74885	649628	2019	1
21	214	2019-04-11	75329	0	2019	1
21	214	2019-06-19	79546	88933	2019	1
21	214	2019-04-19	80107	0	2019	1
21	214	2019-04-19	82040	0	2019	1
21	214	2019-04-15	85222	0	2019	1
21	214	2019-04-08	96151	0	2019	1
21	214	2019-04-05	100270	0	2019	1
21	214	2019-04-25	112026	97169	2019	1
21	214	2019-04-24	124477	1525	2019	1
21	214	2019-04-15	131290	163	2019	1
21	214	2019-04-24	139673	0	2019	1
21	214	2020-03-20	142386	102261	2019	1
21	214	2019-04-12	167333	0	2019	1
21	214	2019-04-03	176873	0	2019	1
21	214	2019-04-16	176936	0	2019	1
21	214	2019-04-18	177028	0	2019	1
21	214	2019-04-23	184445	159259	2019	1
21	214	2019-04-10	186109	0	2019	1
21	214	2019-04-24	186161	9196	2019	1
21	214	2019-04-25	191272	0	2019	1
21	214	2019-04-18	193998	78403	2019	1
21	214	2019-04-23	195108	459265	2019	1
21	214	2019-04-23	199007	0	2019	1
21	214	2019-04-24	199278	35326	2019	1
21	214	2019-04-16	7497	2274	2019	1
21	214	2019-04-22	8506	80072	2019	1
21	214	2019-04-24	11914	319620	2019	1
21	214	2019-04-23	19178	0	2019	1
21	214	2019-04-23	42689	0	2019	1
21	214	2019-04-22	44948	8219294	2019	1
21	214	2019-04-15	53376	20429	2019	1
21	214	2019-04-22	53548	0	2019	1
21	214	2019-04-25	69881	0	2019	1
21	214	2019-04-20	72449	3865	2019	1
21	214	2019-04-17	73343	46917	2019	1
21	214	2019-04-08	87823	0	2019	1
21	214	2019-04-24	90087	736730	2019	1
21	214	2019-04-19	90484	24531	2019	1
21	214	2019-04-11	91773	0	2019	1
21	214	2019-04-10	92300	0	2019	1
21	214	2019-08-13	94322	211	2019	1
21	214	2019-07-06	94764	0	2019	1
21	214	2019-04-25	95848	149057	2019	1
21	214	2019-04-23	98256	0	2019	1
21	214	2019-05-07	100833	34156	2019	1
21	214	2019-06-05	108107	0	2019	1
21	214	2019-04-12	110207	0	2019	1
21	214	2019-04-17	113025	0	2019	1
21	214	2019-04-16	113767	685	2019	1
21	214	2019-04-15	115580	0	2019	1
21	214	2019-04-23	120763	170116	2019	1
21	214	2019-04-19	124200	0	2019	1
21	214	2019-04-12	127539	0	2019	1
21	214	2019-04-04	141240	0	2019	1
21	214	2019-04-15	145079	0	2019	1
21	214	2019-07-24	146225	332791	2019	1
21	214	2019-04-15	149291	0	2019	1
21	214	2019-04-08	160236	0	2019	1
21	214	2019-04-22	163908	0	2019	1
21	214	2019-04-24	165671	876707	2019	1
21	214	2019-04-24	175665	0	2019	1
21	214	2019-04-24	177900	7500	2019	1
21	214	2019-04-18	192417	0	2019	1
21	214	2019-04-25	14248	26737697	2019	1
21	214	2019-04-25	19838	0	2019	1
21	214	2019-12-23	22304	3738007	2019	1
21	214	2019-04-16	23206	0	2019	1
21	214	2020-11-09	43102	0	2019	1
21	214	2019-04-11	59067	0	2019	1
21	214	2019-04-24	65124	7672	2019	1
21	214	2020-12-08	69689	64886	2019	1
21	214	2019-04-05	73640	0	2019	1
21	214	2019-04-25	91953	2472	2019	1
21	214	2019-04-24	92595	1407	2019	1
21	214	2019-04-15	93975	0	2019	1
21	214	2019-04-25	108173	13953	2019	1
21	214	2019-04-25	110975	193906	2019	1
21	214	2019-06-04	123802	384396	2019	1
21	214	2019-04-19	126237	5102	2019	1
21	214	2019-08-06	130886	332244	2019	1
21	214	2019-04-25	139316	74375	2019	1
21	214	2019-04-16	140629	0	2019	1
21	214	2019-04-09	143308	0	2019	1
21	214	2019-04-12	161090	0	2019	1
21	214	2019-04-22	161366	0	2019	1
21	214	2019-04-08	173620	0	2019	1
21	214	2019-04-22	187330	12381	2019	1
21	214	2019-04-24	189274	0	2019	1
21	214	2019-04-18	195700	9500	2019	1
21	214	2019-04-08	1255	130157	2019	1
21	214	2019-04-10	1826	0	2019	1
21	214	2019-04-23	6756	0	2019	1
21	214	2019-04-02	15550	0	2019	1
21	214	2019-04-04	21421	0	2019	1
21	231	2019-04-19	21758	0	2019	1
21	214	2019-04-30	28971	13049	2019	1
21	214	2019-04-19	43884	0	2019	1
21	214	2019-04-01	46009	0	2019	1
21	214	2019-04-25	47368	70322	2019	1
21	214	2019-04-08	50678	0	2019	1
21	214	2019-04-19	53329	12469750	2019	1
21	214	2020-12-30	58542	41105587	2019	1
21	214	2019-04-23	67859	1356614	2019	1
21	214	2019-04-25	69821	0	2019	1
21	214	2019-04-23	75417	5724	2019	1
21	214	2019-04-18	78213	0	2019	1
21	214	2019-04-23	80377	0	2019	1
21	214	2019-07-04	80731	636777	2019	1
21	214	2019-04-23	92738	0	2019	1
21	214	2019-04-17	96125	3495	2019	1
21	214	2019-04-23	96472	6778102	2019	1
21	214	2019-04-18	101825	0	2019	1
21	214	2020-02-20	106473	16466401	2019	1
21	214	2019-04-17	108228	0	2019	1
21	214	2019-04-25	108944	22508	2019	1
21	214	2019-04-24	112143	0	2019	1
21	214	2019-05-20	117288	418261	2019	1
21	214	2019-04-01	117509	0	2019	1
21	214	2019-04-25	129846	37235	2019	1
21	214	2019-04-24	134050	0	2019	1
21	214	2019-04-23	135622	37313	2019	1
21	214	2019-04-05	137635	3816	2019	1
21	214	2019-04-22	144131	0	2019	1
21	214	2019-04-24	145485	0	2019	1
21	214	2019-11-13	147343	0	2019	1
21	214	2019-04-24	148769	33169	2019	1
21	214	2019-04-16	151303	5289	2019	1
21	214	2019-06-16	161216	517318	2019	1
21	214	2019-04-22	170096	4679141	2019	1
21	214	2019-04-16	172041	0	2019	1
21	214	2019-04-23	174630	12363	2019	1
21	214	2019-04-12	178577	0	2019	1
21	214	2019-04-22	193404	67076	2019	1
21	214	2019-04-30	197279	0	2019	1
21	214	2019-04-23	48361	1016	2019	1
21	214	2019-04-08	49548	0	2019	1
21	214	2019-04-24	64950	362999	2019	1
21	214	2019-04-24	69378	376263	2019	1
21	214	2019-04-23	72046	64154	2019	1
21	214	2019-04-20	72838	110311	2019	1
21	214	2019-04-17	78006	0	2019	1
21	214	2019-04-24	81655	0	2019	1
21	214	2019-04-16	81760	0	2019	1
21	214	2019-04-24	90880	6694	2019	1
21	214	2019-04-15	91253	319507	2019	1
21	214	2019-04-05	91505	0	2019	1
21	214	2019-04-11	95614	0	2019	1
21	214	2019-04-24	111169	82519	2019	1
21	214	2019-12-12	114245	3740479	2019	1
21	214	2019-04-23	119556	0	2019	1
21	214	2019-04-22	123553	0	2019	1
21	214	2019-04-03	124579	25987	2019	1
21	214	2019-04-22	130107	22172	2019	1
21	231	2019-04-10	133538	0	2019	1
21	214	2019-04-25	134579	58085	2019	1
21	214	2019-04-24	140566	183908	2019	1
21	214	2019-04-24	142866	0	2019	1
21	214	2019-07-24	144503	3009019	2019	1
21	214	2019-04-17	144839	2397	2019	1
21	214	2019-04-12	150081	0	2019	1
21	214	2019-06-25	152585	10328	2019	1
21	214	2019-04-25	157802	83330	2019	1
21	214	2019-04-01	161897	0	2019	1
21	214	2019-04-25	176271	0	2019	1
21	214	2019-04-17	197239	0	2019	1
21	214	2019-04-21	4360	0	2019	1
21	214	2019-04-16	12109	0	2019	1
21	214	2019-04-17	23519	270630	2019	1
21	214	2019-04-10	36820	0	2019	1
21	214	2019-04-08	38320	0	2019	1
21	214	2019-06-19	40398	269	2019	1
21	214	2019-04-18	42470	0	2019	1
21	214	2019-04-02	49515	0	2019	1
21	214	2019-04-04	51018	0	2019	1
21	214	2019-04-20	52875	272180	2019	1
21	214	2019-11-22	75442	1090853	2019	1
21	214	2019-04-23	85793	0	2019	1
21	214	2019-04-24	90010	2003399	2019	1
21	214	2019-04-25	90483	0	2019	1
21	214	2019-04-08	91977	0	2019	1
21	214	2019-04-19	99144	0	2019	1
21	214	2019-04-24	103602	0	2019	1
21	214	2019-04-24	108718	375264	2019	1
21	214	2019-04-23	114515	0	2019	1
21	214	2019-04-24	117060	350194	2019	1
21	214	2019-04-16	117388	6638	2019	1
21	214	2019-04-20	119251	2509669	2019	1
21	214	2019-04-24	124433	6140521	2019	1
21	214	2019-04-22	124854	0	2019	1
21	214	2019-04-22	129491	113469	2019	1
21	214	2019-04-12	138610	0	2019	1
21	214	2019-04-22	142048	0	2019	1
21	214	2020-08-05	154353	305983	2019	1
21	214	2019-04-19	163023	0	2019	1
21	214	2019-04-24	189537	268253	2019	1
21	331	2019-04-25	191209	306714	2019	1
21	214	2019-04-26	9897	0	2019	1
21	214	2019-04-30	12927	31493	2019	1
21	214	2019-04-16	23353	0	2019	1
21	214	2019-04-24	27172	335537	2019	1
21	214	2019-04-24	28507	0	2019	1
21	214	2019-04-21	32522	80057	2019	1
21	214	2019-04-24	32568	544894	2019	1
21	214	2019-04-08	38155	0	2019	1
21	214	2019-06-06	45615	2551865	2019	1
21	214	2019-04-24	61774	0	2019	1
21	214	2019-04-11	62079	0	2019	1
21	214	2019-04-15	62365	0	2019	1
21	214	2019-04-25	63448	8403098	2019	1
21	214	2019-04-22	65588	391760	2019	1
21	214	2019-04-25	68862	3277	2019	1
21	214	2019-04-26	74192	6714	2019	1
21	214	2019-04-09	83923	9720	2019	1
21	214	2019-04-25	91243	72872	2019	1
21	214	2019-04-23	102992	34673	2019	1
21	214	2019-04-25	105079	0	2019	1
21	214	2019-05-28	106726	4121962	2019	1
21	214	2019-04-10	113279	0	2019	1
21	214	2019-04-04	113373	0	2019	1
21	214	2019-04-18	117807	47035	2019	1
21	214	2019-04-25	118206	318186	2019	1
21	214	2019-04-09	128934	0	2019	1
21	214	2019-04-24	130853	175943	2019	1
21	214	2019-04-25	137296	83009	2019	1
21	214	2020-03-04	140314	625149	2019	1
21	214	2019-04-15	164282	0	2019	1
21	214	2019-04-22	167477	1130317	2019	1
21	214	2019-04-02	177659	0	2019	1
21	214	2019-04-25	178865	65798	2019	1
21	214	2019-04-24	183659	0	2019	1
21	214	2019-04-25	185965	13152	2019	1
21	214	2019-04-23	189879	68612	2019	1
21	214	2019-04-08	191826	0	2019	1
21	214	2019-04-22	192023	1388565	2019	1
21	214	2019-04-17	197439	0	2019	1
21	214	2019-04-22	198328	49454	2019	1
21	214	2019-04-24	198769	0	2019	1
21	214	2019-04-19	5307	0	2019	1
21	214	2019-04-24	8491	14544	2019	1
21	214	2019-04-24	10901	136229	2019	1
21	214	2019-04-25	19922	0	2019	1
21	214	2019-04-18	30364	0	2019	1
21	214	2019-04-25	32646	0	2019	1
21	214	2019-04-24	34003	63129	2019	1
21	214	2019-04-25	44226	129970	2019	1
21	214	2019-06-20	44327	3416	2019	1
21	214	2019-04-17	54895	5835	2019	1
21	214	2019-04-24	57415	38075	2019	1
21	214	2019-10-10	60304	40031	2019	1
21	214	2019-04-24	61783	19089	2019	1
21	214	2019-04-22	64669	0	2019	1
21	214	2019-04-17	67097	0	2019	1
21	214	2019-04-22	68625	0	2019	1
21	214	2019-05-13	72857	12692	2019	1
21	214	2019-04-25	73716	55436	2019	1
21	214	2019-04-24	75049	29782	2019	1
21	214	2019-04-18	91002	0	2019	1
21	214	2019-04-22	96788	23167	2019	1
21	214	2019-04-19	108405	62907	2019	1
21	214	2019-07-27	121702	0	2019	1
21	214	2019-04-15	124982	0	2019	1
21	214	2019-07-20	131698	69465	2019	1
21	214	2019-04-25	131857	11780	2019	1
21	214	2019-04-25	135150	722687	2019	1
21	214	2019-04-25	136910	0	2019	1
21	214	2019-04-24	137811	0	2019	1
21	214	2019-04-23	141262	0	2019	1
21	214	2019-04-23	141826	4645	2019	1
21	214	2019-11-21	147616	0	2019	1
21	214	2019-04-01	148086	0	2019	1
21	214	2019-04-25	153056	339945	2019	1
21	214	2019-04-03	165079	0	2019	1
21	214	2019-09-18	167490	0	2019	1
21	214	2019-04-10	169257	0	2019	1
21	214	2019-04-16	171326	0	2019	1
21	214	2019-04-18	173899	262477	2019	1
21	214	2019-04-25	177885	0	2019	1
21	214	2019-04-23	191911	6872647	2019	1
21	214	2019-04-25	193823	3068140	2019	1
21	214	2019-04-09	7340	0	2019	1
21	214	2019-07-22	7596	0	2019	1
21	214	2019-04-25	10702	0	2019	1
21	214	2019-04-10	23255	0	2019	1
21	214	2019-04-25	24874	0	2019	1
21	214	2019-04-18	31576	0	2019	1
21	214	2019-05-20	31617	0	2019	1
21	214	2019-04-11	35479	0	2019	1
21	214	2019-09-02	37611	5204	2019	1
21	214	2019-04-09	51473	0	2019	1
21	214	2020-12-30	52990	25232	2019	1
21	214	2019-06-06	58480	213164	2019	1
21	214	2019-04-11	58551	0	2019	1
21	214	2019-04-25	60709	0	2019	1
21	214	2019-04-10	65834	0	2019	1
21	214	2019-04-25	72165	0	2019	1
21	214	2019-04-22	80356	0	2019	1
21	214	2019-04-12	83542	0	2019	1
21	214	2019-11-13	84399	0	2019	1
21	214	2019-04-15	91421	0	2019	1
21	214	2019-04-09	95377	0	2019	1
21	214	2019-04-19	101777	361224	2019	1
21	214	2019-04-24	103753	3172677	2019	1
21	214	2019-04-25	106570	196199	2019	1
21	214	2019-07-28	127490	305282	2019	1
21	214	2019-04-22	133993	2013149	2019	1
21	214	2019-04-25	143377	999796	2019	1
21	214	2019-04-04	145613	0	2019	1
21	214	2019-04-25	148707	442721	2019	1
21	214	2019-04-22	158846	0	2019	1
21	214	2019-10-15	166025	0	2019	1
21	214	2019-12-19	192139	37532747	2019	1
21	214	2019-04-25	193169	0	2019	1
21	214	2019-04-25	193541	0	2019	1
21	214	2019-06-03	194842	17009678	2019	1
21	214	2019-04-02	196311	0	2019	1
21	214	2019-04-19	198512	0	2019	1
21	214	2019-04-18	8562	0	2019	1
21	214	2020-02-25	15288	302494	2019	1
21	214	2019-04-24	17113	0	2019	1
21	214	2020-06-22	25629	0	2019	1
21	214	2019-04-19	51040	0	2019	1
21	214	2019-04-11	65579	0	2019	1
21	214	2019-04-01	66286	0	2019	1
21	214	2019-04-15	72534	0	2019	1
21	214	2019-04-24	73147	0	2019	1
21	214	2019-04-22	81700	47152	2019	1
21	214	2019-04-18	82754	8233	2019	1
21	214	2019-04-17	88750	0	2019	1
21	214	2019-04-25	98066	2733	2019	1
21	214	2019-04-11	104921	0	2019	1
21	214	2019-04-10	116079	0	2019	1
21	214	2019-03-30	118403	0	2019	1
21	214	2019-04-15	139128	80	2019	1
21	214	2019-04-23	147723	0	2019	1
21	214	2019-04-01	147851	0	2019	1
21	214	2019-04-25	153326	487878	2019	1
21	214	2019-07-23	155310	21753	2019	1
21	214	2019-04-11	173731	0	2019	1
21	214	2019-05-15	190047	0	2019	1
21	214	2019-08-28	190870	0	2019	1
21	214	2019-06-17	191528	0	2019	1
21	214	2019-04-25	199144	0	2019	1
21	214	2019-08-26	4003	24375	2019	1
21	214	2019-04-15	45227	0	2019	1
21	214	2019-04-01	48529	0	2019	1
21	214	2019-04-09	58396	0	2019	1
21	214	2019-04-24	61520	208098	2019	1
21	214	2019-04-25	63556	270858	2019	1
21	214	2019-04-25	64101	0	2019	1
21	214	2019-12-11	65413	599854	2019	1
21	214	2019-04-24	69233	0	2019	1
21	214	2019-04-09	89602	0	2019	1
21	214	2019-04-24	95504	12588	2019	1
21	214	2019-04-25	97522	882993	2019	1
21	214	2019-04-19	105645	18359	2019	1
21	214	2019-04-25	110415	80	2019	1
21	214	2020-08-19	114303	1037703	2019	1
21	214	2019-04-26	135965	0	2019	1
21	214	2019-04-11	139283	0	2019	1
21	214	2019-06-20	139779	181456	2019	1
21	214	2019-04-15	147516	29433	2019	1
21	214	2019-07-04	149852	3096384	2019	1
21	214	2019-04-25	158476	83263	2019	1
21	214	2019-07-04	159929	2572754	2019	1
21	214	2019-04-23	160274	0	2019	1
